Session;Instrument;Reference price;Last price;+Intraday high;+ Intraday low;Number of shares traded;Capitalisation
13/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
12/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
09/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
08/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
07/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
06/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
05/02/2018;ZELLIDJA S.A;0,00;155,70;-;-;0;89192589,30
02/02/2018;ZELLIDJA S.A;155,70;155,70;155,70;155,70;20;89192589,30
01/02/2018;ZELLIDJA S.A;0,00;156,40;-;-;0;89593583,60
31/01/2018;ZELLIDJA S.A;0,00;156,40;-;-;0;89593583,60
30/01/2018;ZELLIDJA S.A;0,00;156,40;-;-;0;89593583,60
29/01/2018;ZELLIDJA S.A;0,00;156,40;-;-;0;89593583,60
26/01/2018;ZELLIDJA S.A;156,40;156,40;156,40;156,40;1;89593583,60
25/01/2018;ZELLIDJA S.A;0,00;147,60;-;-;0;84552512,40
24/01/2018;ZELLIDJA S.A;147,60;147,60;147,60;147,60;2;84552512,40
23/01/2018;ZELLIDJA S.A;0,00;139,25;-;-;0;79769223,30
22/01/2018;ZELLIDJA S.A;0,00;139,25;-;-;0;79769223,30
19/01/2018;ZELLIDJA S.A;0,00;139,25;-;-;0;79769223,30
18/01/2018;ZELLIDJA S.A;0,00;139,25;-;-;0;79769223,30
17/01/2018;ZELLIDJA S.A;139,25;139,25;139,25;139,25;19;79769223,30
16/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
15/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
12/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
10/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
09/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
08/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
05/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
04/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
03/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
02/01/2018;ZELLIDJA S.A;0,00;148,10;-;-;0;84838936,90
